/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/layers/utils.py:26: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  def convert_to_list(value, n, name, dtype=np.int):
W0806 17:25:53.045753  2657 device_context.cc:362] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
iter:100  loss:0.4288
iter:110  loss:0.4286
iter:120  loss:0.4284
iter:130  loss:0.4281
iter:140  loss:0.4279
iter:150  loss:0.4277
iter:160  loss:0.4275
iter:170  loss:0.4273
iter:180  loss:0.4270
iter:190  loss:0.4268
iter:200  loss:0.4266
iter:210  loss:0.4264
iter:220  loss:0.4262
iter:230  loss:0.4260
iter:240  loss:0.4258
iter:250  loss:0.4255
iter:260  loss:0.4253
iter:270  loss:0.4251
iter:280  loss:0.4249
iter:290  loss:0.4247
iter:300  loss:0.4244
iter:310  loss:0.4242
iter:320  loss:0.4240
iter:330  loss:0.4238
iter:340  loss:0.4236
iter:350  loss:0.4235
iter:360  loss:0.4233
iter:370  loss:0.4231
iter:380  loss:0.4229
iter:390  loss:0.4227
Time per epoch:654.36,loss:0.4227
Epoch 24: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4227
iter:10  loss:0.4224
iter:20  loss:0.4222
iter:30  loss:0.4219
iter:40  loss:0.4217
iter:50  loss:0.4214
iter:60  loss:0.4211
iter:70  loss:0.4209
iter:80  loss:0.4207
iter:90  loss:0.4205
iter:100  loss:0.4203
iter:110  loss:0.4201
iter:120  loss:0.4199
iter:130  loss:0.4197
iter:140  loss:0.4195
iter:150  loss:0.4193
iter:160  loss:0.4190
iter:170  loss:0.4188
iter:180  loss:0.4186
iter:190  loss:0.4185
iter:200  loss:0.4183
iter:210  loss:0.4181
iter:220  loss:0.4180
iter:230  loss:0.4178
iter:240  loss:0.4176
iter:250  loss:0.4174
iter:260  loss:0.4172
iter:270  loss:0.4171
iter:280  loss:0.4169
iter:290  loss:0.4167
iter:300  loss:0.4165
iter:310  loss:0.4163
iter:320  loss:0.4161
iter:330  loss:0.4159
iter:340  loss:0.4157
iter:350  loss:0.4155
iter:360  loss:0.4153
iter:370  loss:0.4151
iter:380  loss:0.4150
iter:390  loss:0.4148
Time per epoch:655.30,loss:0.4148
Validation accuracy/loss: 81.89%,0.6356
Epoch 25: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4148
iter:10  loss:0.4145
iter:20  loss:0.4143
iter:30  loss:0.4142
iter:40  loss:0.4139
iter:50  loss:0.4137
iter:60  loss:0.4135
iter:70  loss:0.4133
iter:80  loss:0.4131
iter:90  loss:0.4129
iter:100  loss:0.4127
iter:110  loss:0.4125
iter:120  loss:0.4123
iter:130  loss:0.4121
iter:140  loss:0.4120
iter:150  loss:0.4118
iter:160  loss:0.4116
iter:170  loss:0.4114
iter:180  loss:0.4112
iter:190  loss:0.4110
iter:200  loss:0.4108
iter:210  loss:0.4107
iter:220  loss:0.4105
iter:230  loss:0.4103
iter:240  loss:0.4101
iter:250  loss:0.4099
iter:260  loss:0.4097
iter:270  loss:0.4095
iter:280  loss:0.4093
iter:290  loss:0.4091
iter:300  loss:0.4090
iter:310  loss:0.4088
iter:320  loss:0.4085
iter:330  loss:0.4083
iter:340  loss:0.4082
iter:350  loss:0.4080
iter:360  loss:0.4078
iter:370  loss:0.4077
iter:380  loss:0.4075
iter:390  loss:0.4074
Time per epoch:654.75,loss:0.4074
Epoch 26: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4073
iter:10  loss:0.4071
iter:20  loss:0.4069
iter:30  loss:0.4067
iter:40  loss:0.4065
iter:50  loss:0.4063
iter:60  loss:0.4060
iter:70  loss:0.4058
iter:80  loss:0.4056
iter:90  loss:0.4054
iter:100  loss:0.4052
iter:110  loss:0.4050
iter:120  loss:0.4049
iter:130  loss:0.4047
iter:140  loss:0.4045
iter:150  loss:0.4043
iter:160  loss:0.4041
iter:170  loss:0.4040
iter:180  loss:0.4038
iter:190  loss:0.4036
iter:200  loss:0.4035
iter:210  loss:0.4033
iter:220  loss:0.4031
iter:230  loss:0.4030
iter:240  loss:0.4028
iter:250  loss:0.4026
iter:260  loss:0.4024
iter:270  loss:0.4022
iter:280  loss:0.4021
iter:290  loss:0.4019
iter:300  loss:0.4017
iter:310  loss:0.4015
iter:320  loss:0.4014
iter:330  loss:0.4012
iter:340  loss:0.4010
iter:350  loss:0.4009
iter:360  loss:0.4007
iter:370  loss:0.4006
iter:380  loss:0.4004
iter:390  loss:0.4002
Time per epoch:654.73,loss:0.4002
Epoch 27: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4002
iter:10  loss:0.4000
iter:20  loss:0.3998
iter:30  loss:0.3996
iter:40  loss:0.3995
iter:50  loss:0.3993
iter:60  loss:0.3991
iter:70  loss:0.3989
iter:80  loss:0.3987
iter:90  loss:0.3986
iter:100  loss:0.3984
iter:110  loss:0.3982
iter:120  loss:0.3980
iter:130  loss:0.3978
iter:140  loss:0.3976
iter:150  loss:0.3975
iter:160  loss:0.3973
iter:170  loss:0.3971
iter:180  loss:0.3969
iter:190  loss:0.3968
iter:200  loss:0.3966
iter:210  loss:0.3965
iter:220  loss:0.3964
iter:230  loss:0.3963
iter:240  loss:0.3961
iter:250  loss:0.3959
iter:260  loss:0.3958
iter:270  loss:0.3956
iter:280  loss:0.3954
iter:290  loss:0.3952
iter:300  loss:0.3950
iter:310  loss:0.3948
iter:320  loss:0.3947
iter:330  loss:0.3945
iter:340  loss:0.3944
iter:350  loss:0.3943
iter:360  loss:0.3941
iter:370  loss:0.3940
iter:380  loss:0.3939
iter:390  loss:0.3937
Time per epoch:656.55,loss:0.3937
Epoch 28: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3936
iter:10  loss:0.3935
iter:20  loss:0.3933
iter:30  loss:0.3931
iter:40  loss:0.3929
iter:50  loss:0.3928
iter:60  loss:0.3926
iter:70  loss:0.3924
iter:80  loss:0.3922
iter:90  loss:0.3920
iter:100  loss:0.3919
iter:110  loss:0.3917
iter:120  loss:0.3916
iter:130  loss:0.3914
iter:140  loss:0.3912
iter:150  loss:0.3911
iter:160  loss:0.3909
iter:170  loss:0.3908
iter:180  loss:0.3906
iter:190  loss:0.3904
iter:200  loss:0.3903
iter:210  loss:0.3901
iter:220  loss:0.3900
iter:230  loss:0.3898
iter:240  loss:0.3897
iter:250  loss:0.3895
iter:260  loss:0.3894
iter:270  loss:0.3892
iter:280  loss:0.3891
iter:290  loss:0.3889
iter:300  loss:0.3888
iter:310  loss:0.3886
iter:320  loss:0.3885
iter:330  loss:0.3883
iter:340  loss:0.3882
iter:350  loss:0.3880
iter:360  loss:0.3879
iter:370  loss:0.3878
iter:380  loss:0.3876
iter:390  loss:0.3875
Time per epoch:653.72,loss:0.3875
Epoch 29: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3875
iter:10  loss:0.3873
iter:20  loss:0.3871
iter:30  loss:0.3869
iter:40  loss:0.3868
iter:50  loss:0.3866
iter:60  loss:0.3864
iter:70  loss:0.3863
iter:80  loss:0.3862
iter:90  loss:0.3860
iter:100  loss:0.3859
iter:110  loss:0.3857
iter:120  loss:0.3855
iter:130  loss:0.3854
iter:140  loss:0.3852
iter:150  loss:0.3851
iter:160  loss:0.3850
iter:170  loss:0.3848
iter:180  loss:0.3847
iter:190  loss:0.3845
iter:200  loss:0.3844
iter:210  loss:0.3843
iter:220  loss:0.3841
iter:230  loss:0.3839
iter:240  loss:0.3838
iter:250  loss:0.3836
iter:260  loss:0.3835
iter:270  loss:0.3834
iter:280  loss:0.3832
iter:290  loss:0.3831
iter:300  loss:0.3829
iter:310  loss:0.3828
iter:320  loss:0.3826
iter:330  loss:0.3825
iter:340  loss:0.3823
iter:350  loss:0.3822
iter:360  loss:0.3820
iter:370  loss:0.3819
iter:380  loss:0.3818
iter:390  loss:0.3816
Time per epoch:655.69,loss:0.3816
Validation accuracy/loss: 85.04%,0.5106
Epoch 30: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3816
iter:10  loss:0.3815
iter:20  loss:0.3813
iter:30  loss:0.3811
iter:40  loss:0.3810
iter:50  loss:0.3808
iter:60  loss:0.3807
iter:70  loss:0.3805
iter:80  loss:0.3804
iter:90  loss:0.3802
iter:100  loss:0.3800
iter:110  loss:0.3799
iter:120  loss:0.3797
iter:130  loss:0.3796
iter:140  loss:0.3794
iter:150  loss:0.3792
iter:160  loss:0.3791
iter:170  loss:0.3790
iter:180  loss:0.3788
iter:190  loss:0.3787
iter:200  loss:0.3785
iter:210  loss:0.3784
iter:220  loss:0.3782
iter:230  loss:0.3781
iter:240  loss:0.3780
iter:250  loss:0.3778
iter:260  loss:0.3777
iter:270  loss:0.3776
iter:280  loss:0.3774
iter:290  loss:0.3773
iter:300  loss:0.3771
iter:310  loss:0.3770
iter:320  loss:0.3769
iter:330  loss:0.3767
iter:340  loss:0.3766
iter:350  loss:0.3765
iter:360  loss:0.3764
iter:370  loss:0.3763
iter:380  loss:0.3761
iter:390  loss:0.3760
Time per epoch:655.38,loss:0.3760
Epoch 31: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3760
iter:10  loss:0.3758
iter:20  loss:0.3757
iter:30  loss:0.3755
iter:40  loss:0.3754
iter:50  loss:0.3752
iter:60  loss:0.3750
iter:70  loss:0.3749
iter:80  loss:0.3747
iter:90  loss:0.3746
iter:100  loss:0.3744
iter:110  loss:0.3743
iter:120  loss:0.3741
iter:130  loss:0.3740
iter:140  loss:0.3738
iter:150  loss:0.3737
iter:160  loss:0.3736
iter:170  loss:0.3734
iter:180  loss:0.3733
iter:190  loss:0.3731
iter:200  loss:0.3730
iter:210  loss:0.3729
iter:220  loss:0.3728
iter:230  loss:0.3726
iter:240  loss:0.3725
iter:250  loss:0.3723
iter:260  loss:0.3722
iter:270  loss:0.3721
iter:280  loss:0.3720
iter:290  loss:0.3718
iter:300  loss:0.3717
iter:310  loss:0.3716
iter:320  loss:0.3715
iter:330  loss:0.3713
iter:340  loss:0.3712
iter:350  loss:0.3710
iter:360  loss:0.3709
iter:370  loss:0.3708
iter:380  loss:0.3706
iter:390  loss:0.3705
Time per epoch:655.31,loss:0.3705
Epoch 32: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3705
iter:10  loss:0.3704
iter:20  loss:0.3703
iter:30  loss:0.3701
iter:40  loss:0.3700
iter:50  loss:0.3698
iter:60  loss:0.3696
iter:70  loss:0.3695
iter:80  loss:0.3693
iter:90  loss:0.3692
iter:100  loss:0.3690
iter:110  loss:0.3689
iter:120  loss:0.3687
iter:130  loss:0.3686
iter:140  loss:0.3685
iter:150  loss:0.3684
iter:160  loss:0.3682
iter:170  loss:0.3681
iter:180  loss:0.3680
iter:190  loss:0.3679
iter:200  loss:0.3678
iter:210  loss:0.3677
iter:220  loss:0.3675
iter:230  loss:0.3674
iter:240  loss:0.3673
iter:250  loss:0.3672
iter:260  loss:0.3671
iter:270  loss:0.3670
iter:280  loss:0.3668
iter:290  loss:0.3667
iter:300  loss:0.3666
iter:310  loss:0.3664
iter:320  loss:0.3663
iter:330  loss:0.3662
iter:340  loss:0.3661
iter:350  loss:0.3660
iter:360  loss:0.3659
iter:370  loss:0.3657
iter:380  loss:0.3656
iter:390  loss:0.3655
Time per epoch:500.93,loss:0.3655
Epoch 33: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3655
iter:10  loss:0.3653
iter:20  loss:0.3652
iter:30  loss:0.3651
iter:40  loss:0.3649
iter:50  loss:0.3648
iter:60  loss:0.3646
iter:70  loss:0.3645
iter:80  loss:0.3643
iter:90  loss:0.3642
iter:100  loss:0.3641
iter:110  loss:0.3639
iter:120  loss:0.3638
iter:130  loss:0.3637
iter:140  loss:0.3636
iter:150  loss:0.3634
iter:160  loss:0.3633
iter:170  loss:0.3632
iter:180  loss:0.3631
iter:190  loss:0.3630
iter:200  loss:0.3629
iter:210  loss:0.3628
iter:220  loss:0.3626
iter:230  loss:0.3625
iter:240  loss:0.3624
iter:250  loss:0.3623
iter:260  loss:0.3622
iter:270  loss:0.3620
iter:280  loss:0.3619
iter:290  loss:0.3618
iter:300  loss:0.3617
iter:310  loss:0.3615
iter:320  loss:0.3614
iter:330  loss:0.3613
iter:340  loss:0.3612
iter:350  loss:0.3611
iter:360  loss:0.3609
iter:370  loss:0.3608
iter:380  loss:0.3607
iter:390  loss:0.3605
Time per epoch:292.29,loss:0.3605
Epoch 34: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3605
iter:10  loss:0.3604
iter:20  loss:0.3602
iter:30  loss:0.3601
iter:40  loss:0.3600
iter:50  loss:0.3598
iter:60  loss:0.3597
iter:70  loss:0.3596
iter:80  loss:0.3594
iter:90  loss:0.3593
iter:100  loss:0.3592
iter:110  loss:0.3591
iter:120  loss:0.3589
iter:130  loss:0.3588
iter:140  loss:0.3587
iter:150  loss:0.3585
iter:160  loss:0.3584
iter:170  loss:0.3583
iter:180  loss:0.3582
iter:190  loss:0.3581
iter:200  loss:0.3579
iter:210  loss:0.3578
iter:220  loss:0.3577
iter:230  loss:0.3576
iter:240  loss:0.3575
iter:250  loss:0.3574
iter:260  loss:0.3572
iter:270  loss:0.3571
iter:280  loss:0.3570
iter:290  loss:0.3569
iter:300  loss:0.3568
iter:310  loss:0.3567
iter:320  loss:0.3565
iter:330  loss:0.3564
iter:340  loss:0.3563
iter:350  loss:0.3562
iter:360  loss:0.3561
iter:370  loss:0.3560
iter:380  loss:0.3558
iter:390  loss:0.3557
Time per epoch:292.88,loss:0.3557
Validation accuracy/loss: 88.86%,0.3553
Epoch 35: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3557
iter:10  loss:0.3556
iter:20  loss:0.3555
iter:30  loss:0.3554
iter:40  loss:0.3553
iter:50  loss:0.3551
iter:60  loss:0.3550
iter:70  loss:0.3548
iter:80  loss:0.3547
iter:90  loss:0.3546
iter:100  loss:0.3545
iter:110  loss:0.3544
iter:120  loss:0.3543
iter:130  loss:0.3541
iter:140  loss:0.3540
iter:150  loss:0.3539
iter:160  loss:0.3538
iter:170  loss:0.3537
iter:180  loss:0.3536
iter:190  loss:0.3535
iter:200  loss:0.3534
iter:210  loss:0.3533
iter:220  loss:0.3532
iter:230  loss:0.3530
iter:240  loss:0.3529
iter:250  loss:0.3528
iter:260  loss:0.3527
iter:270  loss:0.3525
iter:280  loss:0.3524
iter:290  loss:0.3523
iter:300  loss:0.3522
iter:310  loss:0.3521
iter:320  loss:0.3520
iter:330  loss:0.3519
iter:340  loss:0.3517
iter:350  loss:0.3516
iter:360  loss:0.3515
iter:370  loss:0.3514
iter:380  loss:0.3513
iter:390  loss:0.3512
Time per epoch:291.17,loss:0.3512
Epoch 36: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3512
iter:10  loss:0.3511
iter:20  loss:0.3510
iter:30  loss:0.3508
iter:40  loss:0.3507
iter:50  loss:0.3506
iter:60  loss:0.3505
iter:70  loss:0.3503
iter:80  loss:0.3502
iter:90  loss:0.3501
iter:100  loss:0.3500
iter:110  loss:0.3499
iter:120  loss:0.3498
iter:130  loss:0.3497
iter:140  loss:0.3496
iter:150  loss:0.3495
iter:160  loss:0.3494
iter:170  loss:0.3493
iter:180  loss:0.3491
iter:190  loss:0.3490
iter:200  loss:0.3489
iter:210  loss:0.3488
iter:220  loss:0.3487
iter:230  loss:0.3486
iter:240  loss:0.3485
iter:250  loss:0.3484
iter:260  loss:0.3483
iter:270  loss:0.3482
iter:280  loss:0.3481
iter:290  loss:0.3480
iter:300  loss:0.3480
iter:310  loss:0.3479
iter:320  loss:0.3478
iter:330  loss:0.3477
iter:340  loss:0.3476
iter:350  loss:0.3475
iter:360  loss:0.3473
iter:370  loss:0.3472
iter:380  loss:0.3471
iter:390  loss:0.3470
Time per epoch:291.81,loss:0.3470
Epoch 37: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3470
iter:10  loss:0.3469
iter:20  loss:0.3468
iter:30  loss:0.3467
iter:40  loss:0.3465
iter:50  loss:0.3464
iter:60  loss:0.3463
iter:70  loss:0.3461
iter:80  loss:0.3460
iter:90  loss:0.3459
iter:100  loss:0.3458
iter:110  loss:0.3457
iter:120  loss:0.3456
iter:130  loss:0.3455
iter:140  loss:0.3454
iter:150  loss:0.3453
iter:160  loss:0.3452
iter:170  loss:0.3451
iter:180  loss:0.3449
iter:190  loss:0.3449
iter:200  loss:0.3448
iter:210  loss:0.3446
iter:220  loss:0.3445
iter:230  loss:0.3444
iter:240  loss:0.3443
iter:250  loss:0.3442
iter:260  loss:0.3441
iter:270  loss:0.3440
iter:280  loss:0.3439
iter:290  loss:0.3438
iter:300  loss:0.3437
iter:310  loss:0.3436
iter:320  loss:0.3435
iter:330  loss:0.3434
iter:340  loss:0.3433
iter:350  loss:0.3432
iter:360  loss:0.3432
iter:370  loss:0.3430
iter:380  loss:0.3429
iter:390  loss:0.3429
Time per epoch:292.05,loss:0.3429
Epoch 38: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3428
iter:10  loss:0.3427
iter:20  loss:0.3426
iter:30  loss:0.3425
iter:40  loss:0.3424
iter:50  loss:0.3423
iter:60  loss:0.3422
iter:70  loss:0.3420
iter:80  loss:0.3419
iter:90  loss:0.3418
iter:100  loss:0.3417
iter:110  loss:0.3416
iter:120  loss:0.3414
iter:130  loss:0.3413
iter:140  loss:0.3412
iter:150  loss:0.3411
iter:160  loss:0.3410
iter:170  loss:0.3409
iter:180  loss:0.3408
iter:190  loss:0.3407
iter:200  loss:0.3407
iter:210  loss:0.3406
iter:220  loss:0.3405
iter:230  loss:0.3404
iter:240  loss:0.3403
iter:250  loss:0.3402
iter:260  loss:0.3401
iter:270  loss:0.3400
iter:280  loss:0.3400
iter:290  loss:0.3399
iter:300  loss:0.3398
iter:310  loss:0.3397
iter:320  loss:0.3396
iter:330  loss:0.3395
iter:340  loss:0.3394
iter:350  loss:0.3393
iter:360  loss:0.3392
iter:370  loss:0.3391
iter:380  loss:0.3390
iter:390  loss:0.3389
Time per epoch:292.95,loss:0.3389
Epoch 39: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3389
iter:10  loss:0.3388
iter:20  loss:0.3387
iter:30  loss:0.3386
iter:40  loss:0.3385
iter:50  loss:0.3383
iter:60  loss:0.3382
iter:70  loss:0.3381
iter:80  loss:0.3380
iter:90  loss:0.3378
iter:100  loss:0.3377
iter:110  loss:0.3376
iter:120  loss:0.3375
iter:130  loss:0.3374
iter:140  loss:0.3373
iter:150  loss:0.3372
iter:160  loss:0.3371
iter:170  loss:0.3371
iter:180  loss:0.3370
iter:190  loss:0.3369
iter:200  loss:0.3368
iter:210  loss:0.3367
iter:220  loss:0.3366
iter:230  loss:0.3365
iter:240  loss:0.3364
iter:250  loss:0.3363
iter:260  loss:0.3362
iter:270  loss:0.3361
iter:280  loss:0.3360
iter:290  loss:0.3359
iter:300  loss:0.3358
iter:310  loss:0.3357
iter:320  loss:0.3356
iter:330  loss:0.3355
iter:340  loss:0.3355
iter:350  loss:0.3354
iter:360  loss:0.3353
iter:370  loss:0.3352
iter:380  loss:0.3351
iter:390  loss:0.3351
Time per epoch:290.60,loss:0.3351
Validation accuracy/loss: 88.72%,0.3556
Epoch 40: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3350
iter:10  loss:0.3349
iter:20  loss:0.3348
iter:30  loss:0.3347
iter:40  loss:0.3346
iter:50  loss:0.3345
iter:60  loss:0.3344
iter:70  loss:0.3343
iter:80  loss:0.3342
iter:90  loss:0.3341
iter:100  loss:0.3340
iter:110  loss:0.3339
iter:120  loss:0.3338
iter:130  loss:0.3337
iter:140  loss:0.3336
iter:150  loss:0.3335
iter:160  loss:0.3334
iter:170  loss:0.3333
iter:180  loss:0.3332
iter:190  loss:0.3332
iter:200  loss:0.3331
iter:210  loss:0.3330
iter:220  loss:0.3329
iter:230  loss:0.3328
iter:240  loss:0.3327
iter:250  loss:0.3326
iter:260  loss:0.3325
iter:270  loss:0.3324
iter:280  loss:0.3323
iter:290  loss:0.3322
iter:300  loss:0.3322
iter:310  loss:0.3321
iter:320  loss:0.3320
iter:330  loss:0.3319
iter:340  loss:0.3318
iter:350  loss:0.3317
iter:360  loss:0.3316
iter:370  loss:0.3315
iter:380  loss:0.3314
iter:390  loss:0.3313
Time per epoch:292.07,loss:0.3313
Epoch 41: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3313
iter:10  loss:0.3312
iter:20  loss:0.3311
iter:30  loss:0.3310
iter:40  loss:0.3309
iter:50  loss:0.3308
iter:60  loss:0.3307
iter:70  loss:0.3306
iter:80  loss:0.3305
iter:90  loss:0.3304
iter:100  loss:0.3303
iter:110  loss:0.3302
iter:120  loss:0.3301
iter:130  loss:0.3300
iter:140  loss:0.3299
iter:150  loss:0.3298
iter:160  loss:0.3297
iter:170  loss:0.3296
iter:180  loss:0.3296
iter:190  loss:0.3295
iter:200  loss:0.3294
iter:210  loss:0.3293
iter:220  loss:0.3293
iter:230  loss:0.3292
iter:240  loss:0.3291
iter:250  loss:0.3290
iter:260  loss:0.3289
iter:270  loss:0.3288
iter:280  loss:0.3287
iter:290  loss:0.3286
iter:300  loss:0.3286
iter:310  loss:0.3285
iter:320  loss:0.3284
iter:330  loss:0.3283
iter:340  loss:0.3282
iter:350  loss:0.3281
iter:360  loss:0.3280
iter:370  loss:0.3280
iter:380  loss:0.3279
iter:390  loss:0.3278
Time per epoch:290.96,loss:0.3278
Epoch 42: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3278
iter:10  loss:0.3277
iter:20  loss:0.3276
iter:30  loss:0.3275
iter:40  loss:0.3274
iter:50  loss:0.3274
iter:60  loss:0.3273
iter:70  loss:0.3272
iter:80  loss:0.3271
iter:90  loss:0.3270
iter:100  loss:0.3269
iter:110  loss:0.3268
iter:120  loss:0.3267
iter:130  loss:0.3266
iter:140  loss:0.3265
iter:150  loss:0.3264
iter:160  loss:0.3263
iter:170  loss:0.3262
iter:180  loss:0.3262
iter:190  loss:0.3261
iter:200  loss:0.3260
iter:210  loss:0.3259
iter:220  loss:0.3258
iter:230  loss:0.3257
iter:240  loss:0.3256
iter:250  loss:0.3255
iter:260  loss:0.3254
iter:270  loss:0.3253
iter:280  loss:0.3253
iter:290  loss:0.3252
iter:300  loss:0.3251
iter:310  loss:0.3250
iter:320  loss:0.3249
iter:330  loss:0.3248
iter:340  loss:0.3248
iter:350  loss:0.3247
iter:360  loss:0.3246
iter:370  loss:0.3245
iter:380  loss:0.3244
iter:390  loss:0.3244
Time per epoch:293.72,loss:0.3244
Epoch 43: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3244
iter:10  loss:0.3243
iter:20  loss:0.3242
iter:30  loss:0.3241
iter:40  loss:0.3240
iter:50  loss:0.3239
iter:60  loss:0.3238
iter:70  loss:0.3237
iter:80  loss:0.3236
iter:90  loss:0.3235
iter:100  loss:0.3234
iter:110  loss:0.3233
iter:120  loss:0.3233
iter:130  loss:0.3232
iter:140  loss:0.3231
iter:150  loss:0.3230
iter:160  loss:0.3229
iter:170  loss:0.3229
iter:180  loss:0.3228
iter:190  loss:0.3227
iter:200  loss:0.3227
iter:210  loss:0.3226
iter:220  loss:0.3225
iter:230  loss:0.3224
iter:240  loss:0.3224
iter:250  loss:0.3223
iter:260  loss:0.3222
iter:270  loss:0.3221
iter:280  loss:0.3220
iter:290  loss:0.3220
iter:300  loss:0.3219
iter:310  loss:0.3218
iter:320  loss:0.3217
iter:330  loss:0.3216
iter:340  loss:0.3215
iter:350  loss:0.3215
iter:360  loss:0.3214
iter:370  loss:0.3213
iter:380  loss:0.3212
iter:390  loss:0.3211
Time per epoch:291.78,loss:0.3211
Epoch 44: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3211
iter:10  loss:0.3211
iter:20  loss:0.3210
iter:30  loss:0.3209
iter:40  loss:0.3208
iter:50  loss:0.3207
iter:60  loss:0.3206
iter:70  loss:0.3205
iter:80  loss:0.3204
iter:90  loss:0.3203
iter:100  loss:0.3202
iter:110  loss:0.3202
iter:120  loss:0.3201
iter:130  loss:0.3200
iter:140  loss:0.3199
iter:150  loss:0.3198
iter:160  loss:0.3197
iter:170  loss:0.3197
iter:180  loss:0.3196
iter:190  loss:0.3195
iter:200  loss:0.3194
iter:210  loss:0.3193
iter:220  loss:0.3193
iter:230  loss:0.3192
iter:240  loss:0.3191
iter:250  loss:0.3191
iter:260  loss:0.3190
iter:270  loss:0.3189
iter:280  loss:0.3188
iter:290  loss:0.3188
iter:300  loss:0.3187
iter:310  loss:0.3186
iter:320  loss:0.3185
iter:330  loss:0.3184
iter:340  loss:0.3183
iter:350  loss:0.3183
iter:360  loss:0.3182
iter:370  loss:0.3181
iter:380  loss:0.3181
iter:390  loss:0.3180
Time per epoch:447.93,loss:0.3180
Validation accuracy/loss: 88.84%,0.3639
Epoch 45: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3180
iter:10  loss:0.3179
iter:20  loss:0.3178
iter:30  loss:0.3177
iter:40  loss:0.3177
iter:50  loss:0.3176
iter:60  loss:0.3175
iter:70  loss:0.3174
iter:80  loss:0.3173
iter:90  loss:0.3172
iter:100  loss:0.3171
iter:110  loss:0.3171
iter:120  loss:0.3170
iter:130  loss:0.3169
iter:140  loss:0.3168
iter:150  loss:0.3167
iter:160  loss:0.3167
iter:170  loss:0.3166
iter:180  loss:0.3165
iter:190  loss:0.3165
iter:200  loss:0.3164
iter:210  loss:0.3163
iter:220  loss:0.3163
iter:230  loss:0.3162
iter:240  loss:0.3161
iter:250  loss:0.3161
iter:260  loss:0.3160
iter:270  loss:0.3159
iter:280  loss:0.3158
iter:290  loss:0.3158
iter:300  loss:0.3157
iter:310  loss:0.3156
iter:320  loss:0.3155
iter:330  loss:0.3154
iter:340  loss:0.3154
iter:350  loss:0.3153
iter:360  loss:0.3152
iter:370  loss:0.3151
iter:380  loss:0.3150
iter:390  loss:0.3150
Time per epoch:653.08,loss:0.3150
Epoch 46: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3150
iter:10  loss:0.3149
iter:20  loss:0.3148
iter:30  loss:0.3147
iter:40  loss:0.3146
iter:50  loss:0.3146
iter:60  loss:0.3145
iter:70  loss:0.3144
iter:80  loss:0.3143
iter:90  loss:0.3142
iter:100  loss:0.3141
iter:110  loss:0.3141
iter:120  loss:0.3140
iter:130  loss:0.3139
iter:140  loss:0.3138
iter:150  loss:0.3137
iter:160  loss:0.3137
iter:170  loss:0.3136
iter:180  loss:0.3135
iter:190  loss:0.3135
iter:200  loss:0.3134
iter:210  loss:0.3133
iter:220  loss:0.3133
iter:230  loss:0.3132
iter:240  loss:0.3131
iter:250  loss:0.3131
iter:260  loss:0.3130
iter:270  loss:0.3129
iter:280  loss:0.3129
iter:290  loss:0.3128
iter:300  loss:0.3127
iter:310  loss:0.3127
iter:320  loss:0.3126
iter:330  loss:0.3126
iter:340  loss:0.3125
iter:350  loss:0.3124
iter:360  loss:0.3124
iter:370  loss:0.3123
iter:380  loss:0.3122
iter:390  loss:0.3122
Time per epoch:652.40,loss:0.3122
Epoch 47: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.3122
iter:10  loss:0.3121
iter:20  loss:0.3120
iter:30  loss:0.3119
iter:40  loss:0.3118
iter:50  loss:0.3117
